timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1576747337798501,-5,-3,-1,2,0,-3,-4,-2
1576747337798501,14,0,2,3,2,7,-2,-6
1576747337799498,4,-2,-3,-3,2,1,1,-5
1576747337799498,-8,1,-1,-4,-4,-5,0,-1
1576747337800497,-5,-1,-1,0,-3,-5,-2,-6
1576747337800497,9,0,-1,-1,2,2,0,3
1576747337801528,4,0,-3,-2,0,2,-2,-1
1576747337801528,-5,-2,0,-1,2,-6,-3,0
1576747337811466,-5,-2,1,1,-1,-1,-3,2
1576747337811466,5,-2,-3,2,-1,1,3,1
1576747337820442,3,1,-4,-3,-2,2,1,0
1576747337820442,-3,-4,-2,-2,-3,-3,-3,4
1576747337828422,-7,2,0,0,0,-3,-1,1
1576747337828422,5,2,-1,1,1,5,-1,-4
1576747337841386,5,0,0,0,-2,-1,-2,7
1576747337841386,-11,-1,0,-1,-2,-2,-3,-2
1576747337851365,-5,-3,-1,-1,-3,-2,-2,-6
1576747337851365,11,-2,-2,-2,-1,4,0,-4
1576747337865322,1,3,-2,0,1,-1,-2,-5
1576747337865322,-4,1,1,2,-1,-3,-2,0
1576747337873297,-2,-2,-1,0,2,-1,0,-3
1576747337873297,0,0,-4,0,0,2,1,-1
1576747337886266,3,-2,-1,-3,-4,2,-1,-1
1576747337886266,-1,-2,0,3,3,0,-1,-4
1576747337927156,3,1,-1,-1,2,4,-1,-5
1576747337927156,-10,1,1,-1,-2,-6,-1,3
1576747337928154,-12,-3,0,1,-3,-9,-2,-4
1576747337928154,9,1,1,0,-1,3,2,-3
1576747337929149,6,0,-2,-3,1,2,-3,2
1576747337929149,-2,2,-1,-2,3,-6,0,1
1576747337933139,-10,0,0,-2,-9,-5,-3,3
1576747337933139,2,-2,-2,2,1,4,1,0
1576747337939125,4,1,1,-1,-1,3,0,-2
1576747337939125,-9,-2,0,1,3,-1,-3,-2
1576747337948101,-10,0,-1,-4,-4,-8,-1,4
1576747337948101,5,0,2,2,1,1,1,1
1576747337954080,10,-1,-2,0,0,7,0,-1
1576747337954080,-7,1,-1,-2,-1,-1,-1,0
1576747337970038,-7,0,-1,-3,2,1,-1,-1
1576747337970038,5,-3,-2,-1,2,5,1,0
1576747337976026,4,2,-4,-1,2,2,2,4
1576747337976026,-6,-2,2,-3,-5,-2,-5,-7
1576747337999958,-4,-4,1,-2,3,2,-2,-2
1576747337999958,2,0,-1,-1,-3,-2,-1,-2
1576747337999958,-2,0,0,1,3,-5,0,0
1576747337999958,0,-2,-2,-3,-2,-1,-3,0
1576747338014918,-6,-1,1,0,-4,-4,0,-2
1576747338014918,6,-3,-1,1,2,-1,-1,1
1576747338014918,1,-2,-3,-1,-3,0,1,0
1576747338014918,1,0,1,1,-1,-2,-2,1
1576747338036859,1,-2,1,0,-2,0,1,4
1576747338036859,0,1,-2,0,-1,1,1,0
1576747338037856,2,1,-2,-5,-5,-3,0,1
1576747338037856,6,-3,-2,-2,-2,-2,0,-2
1576747338059798,-4,1,1,1,3,-2,1,1
1576747338059798,3,-1,-4,-1,-2,3,-1,0
1576747338059798,1,-1,-2,-1,-4,1,-2,-1
1576747338059798,-7,-1,-3,-4,-3,-1,1,-6
