timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1526902475386009,-1,-1,2,5,1,61,18,-1
1526902475386009,-1,-1,0,9,8,-25,-19,-3
1526902475387008,-2,-3,-4,-10,-3,14,-10,-7
1526902475387008,14,9,10,23,5,57,13,-4
1526902475387008,-21,-8,-6,3,3,-62,1,-5
1526902475387008,3,-2,0,-39,5,84,32,1
1526902475390994,-10,-1,-1,54,8,28,16,-7
1526902475390994,1,-2,-5,-3,4,7,5,10
1526902475396977,1,0,0,-2,5,-11,-6,21
1526902475396977,7,3,-1,7,-4,-1,8,-4
1526902475406951,3,3,2,-10,-8,-20,13,-5
1526902475406951,-4,-4,0,-19,6,10,5,8
1526902475413933,-6,-6,-4,-7,-8,-21,4,-5
1526902475413933,0,-3,-5,4,-8,-33,-10,9
1526902475426898,5,3,-2,-11,-3,5,-6,0
1526902475426898,-7,-1,-3,4,4,-25,-16,-17
1526902475438866,0,-1,-4,-15,-64,-5,-20,1
1526902475438866,-12,-6,-7,-14,10,-14,10,7
1526902475451831,10,8,6,-3,-5,-19,15,1
1526902475451831,-9,-4,-2,3,1,-23,-21,-7
1526902475458813,7,-1,0,2,-3,85,5,2
1526902475458813,-1,1,-2,17,7,80,42,-16
1526902475471778,2,-1,-1,8,10,-14,-27,3
1526902475471778,1,-6,-6,-27,-18,-33,-5,7
1526902475513666,-2,1,-1,-37,2,-13,-11,-4
1526902475513666,3,1,-1,-7,-4,9,15,17
1526902475514663,4,-1,0,-7,6,0,5,17
1526902475514663,3,5,3,13,10,0,7,2
1526902475518653,-5,1,1,-6,-4,60,-12,-5
1526902475518653,3,1,-1,-20,3,21,-20,6
1526902475519650,-18,-11,-2,39,-15,-44,2,-29
1526902475519650,2,1,-1,-4,-1,29,17,4
1526902475524636,2,-2,0,14,0,-7,-7,-4
1526902475524636,4,-3,-2,-6,0,-20,24,8
1526902475533612,-21,-2,-5,-20,15,13,-7,-7
