timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1526902175345419,-13,64,53,21,0,-4,-16,12
1526902175345419,53,-2,19,9,2,5,3,4
1526902175345419,114,-56,23,25,17,22,41,90
1526902175345419,-38,-78,-77,-35,-22,-20,-22,-18
1526902175349409,71,-2,3,-1,2,2,2,-27
1526902175349409,1,79,31,9,3,3,-10,-26
1526902175353398,-82,-115,-60,-21,-11,-15,-22,-41
1526902175353398,93,23,12,8,5,8,1,-10
1526902175355392,34,-65,-9,2,4,7,11,25
1526902175355392,61,75,11,-6,-6,-5,-2,23
1526902175367361,54,11,39,20,14,15,14,-10
1526902175367361,54,16,18,10,8,9,17,29
1526902175380326,27,85,0,-22,-16,-17,-19,0
1526902175380326,16,-75,59,34,15,10,3,-17
1526902175387307,-104,-2,-29,-24,-17,-24,-44,-97
1526902175387307,46,28,20,10,-1,-2,7,58
1526902175395286,-78,-128,-33,5,9,11,6,-79
1526902175395286,14,37,-35,-15,-5,-4,-2,21
1526902175416230,-49,73,-7,-17,-15,-16,-24,-66
1526902175416230,-36,-47,-23,-7,-4,-5,-4,14
1526902175417227,17,-25,36,17,10,10,18,-66
1526902175417227,25,20,-57,-24,-16,-16,-30,-44
1526902175464102,38,27,7,1,0,0,-1,-24
1526902175464102,-77,-22,-21,-11,-6,-7,-12,-23
1526902175465099,59,10,7,3,0,1,5,14
1526902175465099,-20,-31,-11,-3,-2,-11,-6,-23
1526902175466097,32,54,38,22,14,25,16,6
1526902175466097,28,-1,-22,-17,-10,-7,-3,9
1526902175469088,19,-56,-5,1,5,12,18,13
1526902175469088,-20,17,7,4,1,-1,-4,21
1526902175475072,-38,-27,6,3,1,-4,4,12
1526902175475072,-31,15,11,5,0,2,-4,-21
1526902175484048,-10,70,12,3,3,1,0,-14
1526902175484048,92,-64,36,31,26,31,41,49
1526902175490032,-35,-80,-92,-53,-36,-38,-49,-77
1526902175490032,54,-3,19,2,1,0,-2,17
1526902175505990,-11,3,2,-5,-5,-9,-16,-22
1526902175505990,34,-71,5,10,8,14,8,4
1526902175512971,-114,90,-19,-19,-16,-22,-19,-38
1526902175512971,-6,1,-19,-12,-9,-12,-23,-34
1526902175527931,101,-59,14,11,11,13,19,-6
1526902175527931,-88,47,-10,-9,-8,-12,-16,-23
1526902175536907,127,33,64,17,8,11,24,82
1526902175536907,-7,-20,15,5,2,2,11,15
1526902175550869,-44,14,-4,-6,-6,-7,-11,-11
1526902175550869,-62,-24,-7,-1,-3,0,-2,-42
1526902175557851,-48,-67,-29,2,1,-5,-1,-4
1526902175557851,-17,4,-3,-1,1,13,3,-6
1526902175574805,-18,1,21,12,5,7,13,36
1526902175574805,3,6,-4,-2,-2,-1,-3,17
1526902175575804,38,17,12,5,6,5,8,31
1526902175575804,-88,-100,-90,-37,-24,-31,-52,-86
1526902175596747,-16,32,-28,-28,-17,-19,-20,1
1526902175596747,45,3,-8,-12,-11,-8,-8,-10
1526902175598742,19,-18,0,1,0,-1,-2,-7
1526902175598742,105,25,65,40,25,26,43,89
1526902175610710,-25,6,-38,-16,-10,-11,-19,-37
1526902175610710,80,45,-19,-18,-11,-10,-6,4
1526902175617691,-56,-52,26,21,14,17,19,26
1526902175617691,-22,22,17,10,9,10,13,-2
1526902175634646,-93,-9,-55,-32,-26,-32,-48,-73
1526902175634646,42,24,3,-4,-3,-5,-3,-2
1526902175635643,55,-1,11,6,5,6,5,3
1526902175635643,43,-34,-16,0,4,3,12,3
1526902175656587,31,-24,50,7,-1,-2,-5,-14
1526902175656587,-25,-24,12,8,5,7,10,-3
1526902175658582,-30,-12,-32,-18,-14,-15,-24,-9
1526902175658582,87,49,13,3,0,-3,0,31
1526902175671547,100,24,25,16,11,11,17,39
1526902175671547,12,74,9,-1,-5,-5,-9,-14
1526902175677531,23,-38,5,3,3,4,5,-19
1526902175677531,14,26,51,24,15,12,23,61
1526902175694486,49,61,-23,-19,-11,-6,-7,2
1526902175694486,22,-10,8,-1,0,3,5,17
1526902175696481,-29,31,9,6,1,2,4,4
1526902175696481,-56,-92,2,13,9,8,13,44
1526902175716427,30,56,2,-3,-2,0,4,14
1526902175716427,-71,-9,7,1,-2,-7,-15,-41
1526902175718422,56,31,-3,-2,0,2,4,20
1526902175718422,69,127,28,-4,-6,-6,-1,-14
1526902175731387,-47,-128,-25,11,12,13,14,1
1526902175731387,52,74,-30,-15,-7,-4,0,29
1526902175738368,88,48,81,19,0,0,4,37
1526902175738368,-55,-92,-12,-2,-2,-2,-4,-31
1526902175754326,-62,53,1,6,5,5,5,-9
1526902175754326,-48,9,-44,-18,-10,-13,-21,-64
1526902175756320,-12,12,-13,-6,0,-1,-4,-9
1526902175756320,-5,-86,-26,-3,-1,0,-1,-3
1526902175777264,-8,18,-9,-5,-4,-8,-8,-1
1526902175777264,-95,-121,-45,-18,-13,-16,-34,-81
1526902175778262,65,-8,-8,-4,0,2,3,20
1526902175778262,-48,-13,0,-4,-6,-13,-17,-18
1526902175791227,-14,34,15,9,9,22,20,13
1526902175791227,76,85,50,21,11,13,29,77
1526902175798208,62,18,-77,-31,-20,-18,-30,-55
1526902175798208,-59,14,-25,-17,-13,-16,-19,-35
1526902175814166,72,-56,28,20,11,7,14,36
1526902175814166,42,-2,16,4,2,5,12,21
1526902175816160,-30,-99,20,19,14,15,16,-12
1526902175816160,72,60,-15,-17,-9,-4,-5,-5
1526902175837104,0,-31,-1,-2,-1,-4,1,-12
1526902175837104,65,33,24,10,5,4,4,37
1526902175838102,16,-20,15,23,22,23,35,28
1526902175838102,85,113,10,-9,-10,-7,-8,2
1526902175850070,91,-4,9,1,0,5,7,18
1526902175850070,54,-51,1,11,8,5,7,17
1526902175859046,61,2,4,8,8,13,25,38
1526902175859046,-37,34,-19,-16,-11,-8,-7,13
1526902175874005,72,7,15,5,0,-2,2,30
1526902175874005,9,-35,4,8,4,5,12,29
1526902175876001,9,16,-1,-1,1,0,4,17
1526902175876001,34,44,42,21,13,13,13,12
1526902175896944,-74,-1,-32,-15,-12,-13,-19,-18
1526902175896944,-19,-35,-15,-6,-5,-11,-12,-1
1526902175898939,-50,-10,3,-5,-4,1,-13,-9
1526902175898939,109,97,32,5,0,0,6,-31
1526902175910907,-27,-91,-37,-13,-7,-11,-17,-27
1526902175910907,57,11,-9,-9,-8,-3,3,29
1526902175919883,-96,22,-4,-9,-10,-15,-19,-41
1526902175919883,19,-79,-6,10,8,12,14,26
1526902175934843,-18,-52,-14,8,7,10,-1,-36
1526902175934843,-69,41,-7,-20,-13,-30,-17,-15
1526902175935840,-11,10,-6,-5,-5,2,1,14
1526902175935840,-61,-63,-26,-14,-6,-1,-12,-26
1526902175956784,55,-43,22,16,10,7,11,14
1526902175956784,-13,-59,-41,-17,-9,-9,-17,-44
1526902175958779,-52,-20,-27,-18,-12,-21,-29,-44
1526902175958779,47,-53,13,11,7,14,9,26
1526902175970747,111,127,30,1,-2,1,8,25
1526902175970747,18,29,0,5,2,6,0,-12
1526902175979723,18,-44,-13,-8,-6,-10,-13,-24
1526902175979723,38,-45,-6,1,0,-6,1,45
1526902175994683,21,0,0,-4,-3,-2,7,23
1526902175994683,42,-24,24,15,11,16,14,15
1526902175995680,-26,2,-12,-6,-4,-3,-6,5
1526902175995680,8,-35,1,0,-2,-3,1,14
1526902176016624,-101,-60,21,16,10,10,8,-16
1526902176016624,-62,24,-27,-22,-13,-15,-28,-21
1526902176018619,31,-46,-1,4,3,4,16,19
1526902176018619,-24,-7,4,7,6,8,10,-2
