timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1530692312238248,-18,-4,2,-11,4,33,10,-81
1530692312238248,57,-11,-2,-18,7,-35,-16,-3
1530692312253207,19,18,6,23,-16,-3,-3,10
1530692312253207,-62,-20,-7,13,0,14,-5,-18
1530692312254206,-7,-5,-5,-8,-9,12,-5,30
1530692312254206,18,19,3,-19,5,-36,0,-6
1530692312275148,-64,-18,1,16,2,27,10,-19
1530692312275148,8,-16,-4,48,1,-47,-32,9
1530692312277149,8,5,-4,-12,1,13,3,7
1530692312277149,-40,4,2,-12,-9,2,-12,-18
1530692312298087,42,-2,-4,-2,1,-26,9,73
1530692312298087,26,-5,-3,-39,-12,20,-4,-7
1530692312300087,-39,-4,1,27,4,-9,-3,21
1530692312300087,7,3,-1,19,7,-2,9,19
1530692312313047,3,-3,2,-10,6,21,2,-26
1530692312313047,38,-5,1,14,4,-4,0,-1
1530692312315042,-14,-10,-3,-4,-7,-6,7,13
1530692312315042,-25,9,-6,-20,-6,13,2,-14
1530692312334989,21,-40,-7,9,-14,-15,-6,20
1530692312334989,-10,50,1,-36,-5,18,3,14
1530692312336983,0,-37,4,4,7,-19,-8,-20
1530692312336983,-10,49,0,18,0,13,-3,-56
1530692312357927,6,22,9,-21,-9,-11,3,10
1530692312357927,3,-38,-9,4,-57,-22,-7,-14
1530692312359926,-7,27,11,8,56,8,1,7
1530692312359926,-13,-76,-21,2,19,16,5,-6
1530692312371890,17,21,-8,-16,-30,2,-1,-6
1530692312371890,6,20,14,-1,9,0,10,4
1530692312378871,-2,8,-2,6,-9,1,0,-2
1530692312378871,-33,-5,6,0,-26,0,-4,4
1530692312395826,9,-23,-12,3,59,-7,-19,-10
1530692312395826,20,-15,-8,0,-13,3,0,-13
1530692312396823,-11,-2,-1,-8,-6,-12,-3,-3
1530692312396823,6,-16,-5,-2,-10,-2,3,-12
1530692312417767,4,-5,5,0,-85,-12,-7,-38
1530692312417767,2,2,9,11,111,14,12,17
1530692312419762,14,10,-1,-7,6,9,2,7
1530692312419762,-32,-3,-9,-3,-31,9,4,23
1530692312432727,39,-31,-7,-7,19,-19,-5,-27
1530692312432727,10,66,20,-3,-81,-19,-9,-77
1530692312438711,25,7,-9,8,77,6,6,38
1530692312438711,-2,42,14,9,53,22,6,11
1530692312455666,-52,-25,2,3,-14,-3,-12,-35
1530692312455666,6,-39,-14,-6,-6,-7,-2,25
1530692312456663,30,1,-2,-7,-42,-25,-10,-11
1530692312456663,13,1,5,3,-26,-16,0,15
1530692312477608,-55,12,-2,-4,19,10,-3,-6
1530692312477608,43,-16,-7,0,18,-17,-7,-6
1530692312479602,-1,5,1,2,-64,12,8,21
1530692312479602,30,-13,-5,-4,26,-29,0,47
1530692312492567,15,27,8,5,22,15,8,-5
1530692312492567,-45,-32,-7,-2,-13,11,-6,-19
1530692312499548,-17,3,0,-5,-3,-7,3,23
1530692312499548,-2,9,8,2,-3,19,-3,-19
1530692312515506,20,0,-6,-4,3,-8,-2,-11
1530692312515506,-43,-22,-8,2,-2,4,0,12
1530692312517500,1,-18,-8,-5,5,-7,-8,-33
1530692312517500,-5,-2,-2,-5,2,-14,-13,-47
1530692312537447,-31,14,9,3,-4,55,5,39
1530692312537447,52,-9,-2,-14,-10,-92,-19,-8
1530692312538445,-10,-1,-4,-34,1,23,-4,-6
