timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1520204735078834,-82,-18,5,56,82,-2,24,-74
1520204735078834,45,22,20,-4,-128,26,-18,-15
1520204735080830,-77,-9,-16,-22,-33,5,41,92
1520204735080830,127,38,13,13,2,-9,-80,-67
1520204735092851,-128,-40,4,-31,-57,-35,1,-50
1520204735092851,-33,-19,-26,-17,110,23,4,73
1520204735099870,32,15,10,41,-8,-1,-18,-50
1520204735099870,62,40,21,51,41,62,61,33
1520204735115912,-10,0,0,-23,44,9,-57,6
1520204735115912,-47,-15,-21,-65,-105,-57,-11,-74
1520204735117918,121,16,22,52,66,31,35,-33
1520204735117918,-7,-3,-7,-26,-66,-33,9,19
1520204735138974,52,18,12,46,-7,-7,-6,-6
1520204735138974,35,18,12,-32,-18,-19,-30,16
1520204735139977,-122,-5,15,52,127,44,26,15
1520204735139977,17,-12,0,14,-61,-16,-12,-40
1520204735152008,71,4,-22,-70,-48,25,67,95
1520204735152008,48,13,8,1,-91,-4,1,-30
1520204735162039,127,48,11,30,68,3,48,-26
1520204735162039,-114,-47,-6,0,43,-19,6,37
1520204735176072,-17,-8,-10,-53,-61,12,3,24
1520204735176072,-32,-4,-13,-4,49,7,14,78
1520204735178080,96,22,19,63,28,30,1,-92
1520204735178080,-125,-3,4,10,-7,22,27,48
1520204735199134,83,10,-3,-20,2,-24,17,-2
1520204735199134,-53,-8,7,10,-20,5,23,3
1520204735200136,28,6,-2,-53,-73,-54,-123,6
1520204735200136,52,5,-7,12,29,32,35,-23
1520204735212175,7,-6,-19,-5,18,-24,4,20
1520204735212175,-87,1,23,8,-15,-31,-40,6
1520204735221193,-26,-15,-20,-55,-30,-16,-17,35
1520204735221193,100,37,15,36,17,-24,-19,-11
1520204735236232,-70,-31,-5,-4,-7,-4,27,-50
1520204735236232,-66,-21,-16,21,55,49,38,-75
1520204735238238,6,-14,-12,-92,-49,-98,-43,14
1520204735238238,26,-8,-11,30,36,95,3,101
1520204735259294,-16,18,15,46,56,1,115,-99
1520204735259294,61,3,-19,-9,-26,-25,-59,-24
1520204735260297,19,-29,-2,-18,-15,17,-1,8
1520204735260297,97,22,-2,-32,-47,-22,26,-45
1520204735272328,-70,-16,2,-4,44,-10,-64,-9
1520204735272328,72,26,6,23,-45,-7,10,33
1520204735281352,7,-2,-19,-39,-29,51,21,5
1520204735281352,-74,-15,-2,11,28,-38,-10,-57
1520204735297395,127,58,-3,39,63,64,-22,44
1520204735297395,-79,-80,4,-11,-47,-36,-11,-61
1520204735299401,42,14,2,-8,-29,-4,26,46
1520204735299401,16,-21,-13,-18,7,-5,-36,-49
1520204735318451,33,18,5,17,-19,-74,-22,-40
1520204735318451,45,47,11,-22,20,72,1,39
1520204735320457,-107,-45,-22,18,-83,-27,55,18
1520204735320457,21,9,1,-18,43,-39,-51,5
1520204735332488,70,26,24,37,20,-8,34,-48
1520204735332488,-67,-19,-7,5,6,-8,3,33
1520204735341512,-21,-25,-6,-1,-60,-1,-8,32
1520204735341512,32,3,0,-34,-72,-2,-16,0
1520204735356552,-2,-5,-6,-4,0,-6,-20,11
1520204735356552,127,62,10,18,24,-12,6,-68
1520204735357555,-84,-50,-3,-19,-9,-2,-41,45
1520204735357555,55,1,1,-9,-21,42,4,46
1520204735378611,40,-16,4,19,20,-35,27,-1
1520204735378611,17,6,-14,-35,78,106,-6,17
1520204735380617,44,41,23,51,64,12,48,-112
1520204735380617,-93,-26,-5,-26,-38,-14,27,67
1520204735392648,9,9,3,-30,-57,12,-10,12
1520204735392648,-34,-6,-14,-67,-100,-51,-2,45
1520204735401673,23,-2,4,72,59,-39,-42,-72
1520204735401673,41,1,-3,43,102,71,24,-50
1520204735416712,-86,-24,0,-44,-58,53,-45,36
1520204735416712,52,7,5,25,9,-15,-63,-49
1520204735417716,-2,-3,-13,-15,13,52,0,-23
1520204735417716,117,28,1,9,-58,-55,22,-37
1520204735438771,-120,-47,-5,-10,-4,-30,-31,14
1520204735438771,127,19,6,17,10,-32,3,41
1520204735440777,40,18,8,-13,-29,8,-44,1
1520204735440777,-5,4,-8,-20,-92,-44,-85,20
1520204735452808,40,11,-3,-6,38,-8,39,-22
1520204735452808,-43,-6,1,18,-29,13,4,32
1520204735461833,-12,6,-5,-55,-37,-22,6,76
1520204735461833,-62,-5,15,32,-1,7,30,12
1520204735475870,102,16,-4,-9,2,-8,8,43
1520204735475870,-35,-14,-1,15,14,-33,3,-47
1520204735477876,41,18,3,-8,-1,18,-15,-3
1520204735477876,-24,-21,-8,-6,25,-1,12,20
1520204735498931,31,6,-4,3,-10,25,11,-10
1520204735498931,-82,-7,0,4,-4,-37,-4,-16
1520204735499934,85,12,-2,-20,-3,8,-8,-7
1520204735499934,-128,-13,7,16,32,21,8,-2
1520204735512968,20,-13,-16,-7,8,9,6,27
1520204735512968,17,6,3,9,-10,4,21,13
1520204735520990,23,13,1,0,-1,-10,-6,17
1520204735520990,-34,-14,-4,-18,-80,-14,-7,-23
1520204735536030,22,11,-1,-21,32,74,-69,-11
1520204735536030,33,-1,7,40,34,-20,36,-5
1520204735542046,-61,-11,-2,-2,-11,-8,25,10
1520204735542046,4,-1,-3,-6,-4,-2,11,-17
1520204735559091,-68,0,0,-2,-20,-28,-8,18
1520204735559091,50,-10,-10,-2,-1,60,0,-25
1520204735560094,34,9,-3,-9,12,-66,-50,-8
1520204735560094,3,-5,0,10,7,-10,7,-17
1520204735581150,-114,-23,-1,-11,-23,-36,-21,-29
1520204735581150,-49,-16,-13,-6,20,-11,-4,-4
1520204735583156,61,4,4,5,-12,11,19,0
1520204735583156,14,5,-5,-13,8,5,-4,1
1520204735595187,19,3,3,4,-31,30,5,10
1520204735595187,19,10,10,10,-7,9,3,9
1520204735602206,25,-3,1,8,8,58,32,13
1520204735602206,-49,-14,-12,-10,-7,-18,-3,-42
1520204735619251,27,11,4,9,14,40,28,-9
1520204735619251,53,11,1,-6,-11,8,-1,27
1520204735620254,-108,-14,-1,-5,0,-12,-10,1
1520204735620254,70,9,1,3,4,-5,2,18
1520204735641310,45,11,3,11,-4,25,24,36
1520204735641310,-66,-14,-7,-8,-34,-74,-24,-47
1520204735643316,69,14,9,10,37,76,42,17
1520204735643316,-28,-13,-1,2,-30,-29,-21,-17
1520204735655347,-44,-4,-4,5,26,-35,-10,-53
1520204735655347,48,4,3,-6,-10,3,-5,47
1520204735662366,-52,-14,-4,-5,-24,-54,-51,-56
1520204735662366,71,22,10,28,18,26,45,35
1520204735678409,-46,-13,-6,-13,-22,-24,6,-26
1520204735678409,123,39,14,0,12,34,10,105
1520204735680414,-128,-36,-5,2,-10,-64,-18,-29
1520204735680414,-4,-9,-3,7,32,30,-17,4
1520204735701470,127,28,7,6,-3,-92,6,47
1520204735701470,-96,-23,-6,-2,42,106,-3,-38
1520204735702473,-49,4,-1,-11,-44,-11,30,-5
1520204735702473,61,18,5,-4,3,-3,7,6
1520204735715507,-58,-3,6,9,6,15,5,-21
1520204735715507,38,-5,-8,-9,-13,-35,-13,0
1520204735722526,-35,0,0,0,6,13,-9,2
1520204735722526,-20,-24,-10,-3,10,3,5,15
1520204735738569,35,5,0,-1,14,5,-13,-11
1520204735738569,-85,-12,-1,-2,-6,-2,0,-30
1520204735740574,23,-9,-9,0,5,19,9,6
1520204735740574,74,13,2,-6,-3,-23,14,-64
1520204735761630,-39,-9,-5,-11,-12,17,-4,42
1520204735761630,29,13,11,11,-4,47,5,-14
1520204735762633,68,15,6,7,13,-13,9,69
1520204735762633,-5,-5,-9,-14,-12,9,-6,-28
1520204735775667,2,-4,0,-4,-12,-39,-43,22
1520204735775667,8,-6,-4,-1,7,-43,49,-48
1520204735782686,-10,14,1,-9,-7,-11,-7,15
1520204735782686,-16,-1,5,4,8,15,4,11
1520204735798729,-15,-5,3,3,0,-9,-9,-3
1520204735798729,83,9,-2,-1,-1,-3,4,25
1520204735800734,-89,-4,1,-2,-11,1,-26,-13
1520204735800734,69,9,-1,0,2,-21,-13,22
1520204735821790,-6,-7,-3,-1,2,30,23,20
1520204735821790,-104,-13,-1,-1,-3,-20,-9,-40
1520204735822793,45,-16,-6,1,1,4,-5,-46
