timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1526905469549580,51,5,2,23,4,-1,1,-1
1526905469549580,-16,-9,-2,-23,-10,-3,-1,1
1526905469549580,-24,-1,-4,29,7,2,4,0
1526905469549580,4,19,-2,-10,-3,2,-13,-6
1526905469550577,6,53,1,-7,-6,-20,-9,-4
1526905469550577,-44,-54,-9,-23,-12,4,4,-4
1526905469553574,65,-3,9,35,13,2,0,5
1526905469553574,-23,2,-1,-2,-1,-1,-3,0
1526905469562546,-26,-26,-2,6,4,7,7,5
1526905469562546,40,-10,-3,-1,-4,-7,0,0
1526905469569530,-28,12,1,-22,-13,-6,-5,-4
1526905469569530,-35,-20,-4,9,4,2,10,-2
1526905469577506,28,33,-1,-8,-2,3,-4,0
1526905469577506,-7,25,0,9,5,-1,0,2
1526905469590471,-15,-57,2,-2,2,5,2,5
1526905469590471,41,12,2,4,-1,-3,-1,1
1526905469602443,-18,13,0,-10,-5,1,0,-4
1526905469602443,12,-27,-3,2,4,0,-5,-1
1526905469615404,5,31,1,-13,-3,-5,-5,-3
1526905469615404,-22,-36,-2,3,-7,-1,-3,-8
1526905469622385,-25,-12,0,-5,3,-1,-2,-1
1526905469622385,-14,-2,5,22,7,2,1,-1
1526905469635351,9,4,-4,-18,-6,-3,-1,1
1526905469635351,16,18,-6,-11,-3,-3,2,2
1526905469677239,11,21,2,-3,-2,-3,-2,2
1526905469677239,-30,40,5,13,2,1,0,-1
1526905469678236,5,-27,0,1,1,0,-1,-1
1526905469678236,-3,-9,-5,1,0,1,2,-2
1526905469682225,-22,6,1,2,-4,-3,-6,-9
1526905469682225,62,-4,-10,-7,-3,-2,-1,1
1526905469682225,5,43,1,2,-2,-2,1,-1
1526905469682225,15,-19,-4,-10,-4,-3,-4,-6
1526905469688209,-40,-69,-5,-9,1,1,-1,0
1526905469688209,-4,37,2,-6,-6,-3,-2,-1
1526905469696188,-14,-19,-4,0,1,1,-4,0
1526905469696188,52,51,-3,-13,-1,1,5,2
1526905469703169,16,61,1,-10,-7,-4,-3,-5
1526905469703169,-43,-97,-1,3,1,3,0,-1
