timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1520336529808835,-2,-1,1,-3,-3,4,3,1
1520336529808835,0,-25,1,15,3,0,-3,-17
1520336529809837,11,32,-16,-22,-12,-9,-3,51
1520336529809837,0,6,-8,-40,-6,1,0,-1
1520336529810843,-14,-8,11,44,8,-1,-2,15
1520336529810843,10,7,29,13,3,2,-1,-20
1520336529811851,-1,-43,7,22,18,4,-2,-25
1520336529811851,14,48,-20,-30,-18,-5,2,47
1520336529822872,-14,0,-12,-27,-5,3,-1,-15
1520336529822872,73,-10,-5,9,5,0,0,-36
1520336529831896,-84,15,12,2,-8,-5,1,25
1520336529831896,34,-19,3,18,14,2,1,-9
1520336529837912,12,3,3,-9,-8,-6,-3,-8
1520336529837912,-28,9,-6,-2,2,3,0,20
1520336529851949,32,-3,1,6,1,1,0,-20
1520336529851949,-34,-13,-4,7,-1,10,-1,-12
1520336529860999,-2,0,1,-7,-7,5,2,8
1520336529860999,-12,17,0,-14,-10,-6,-2,1
1520336529877020,6,-6,-2,5,-8,-4,-3,-10
1520336529877020,-14,-4,-4,-1,23,6,0,4
1520336529883032,2,-6,-12,-4,-1,3,2,0
1520336529883032,-13,27,28,2,0,6,-1,15
1520336529897069,10,-6,6,22,2,1,1,-5
1520336529897069,22,-11,12,16,-3,-2,-1,-16
1520336529939181,-61,24,-15,-17,-8,-3,1,45
1520336529939181,6,12,6,0,2,1,5,23
1520336529939181,14,-13,-2,2,3,0,-5,-55
1520336529939181,-9,-3,3,4,3,3,4,3
1520336529943193,23,-8,5,8,4,-6,0,4
1520336529943193,-10,-1,-2,2,1,-1,-1,-2
1520336529944195,-10,6,-3,-5,-4,-2,-1,11
1520336529944195,4,-1,1,1,-13,4,1,-11
1520336529949208,23,6,5,-2,6,-3,-1,10
1520336529949208,-2,-4,-7,-1,-1,4,-3,-2
1520336529957229,-9,-14,-1,5,-2,-5,2,-1
1520336529957229,-11,-2,-9,-7,3,-4,-4,0
1520336529966253,-2,-10,-7,-4,-5,2,-1,-9
1520336529966253,13,-4,7,9,-3,-3,-2,-5
1520336529980290,-13,21,-8,-17,-3,3,4,32
1520336529980290,-13,-11,-6,-4,1,2,-4,-16
1520336529987309,-2,-16,4,5,-1,-2,-3,-9
1520336529987309,10,5,-2,-13,-4,-9,-2,1
1520336530010370,-21,29,-1,18,-4,1,0,11
1520336530010370,11,-5,6,-2,10,3,-2,-21
1520336530012376,27,9,-1,6,4,1,2,7
1520336530012376,-49,-19,2,2,-7,0,2,14
1520336530025410,21,-4,7,1,11,-2,0,7
1520336530025410,-12,11,-4,-3,-3,-1,1,9
1520336530032430,-9,-13,4,10,5,1,-1,-12
1520336530032430,22,17,-9,-17,-10,-1,-1,13
1520336530048472,-15,-18,2,0,3,0,-1,-23
1520336530048472,24,5,-7,-2,-7,-7,-5,22
1520336530049475,-35,13,2,-9,-5,4,-1,8
1520336530049475,-12,-2,-1,7,-3,11,-3,-3
1520336530070531,31,13,6,-3,6,2,-3,-10
1520336530070531,-11,-4,-10,-8,-7,-14,1,1
1520336530072536,21,4,8,11,0,-4,-3,-8
1520336530072536,-26,-9,-1,0,0,-5,-4,-12
1520336530085570,14,-2,2,-2,-1,5,-1,5
1520336530085570,-27,-24,-3,8,4,3,-3,-26
1520336530091587,35,33,-5,-14,-13,-6,-1,31
1520336530091587,-27,-19,1,-8,1,0,1,-20
1520336530108632,-3,20,5,9,-17,-1,-3,26
1520336530108632,13,-27,-1,8,28,1,1,-26
1520336530109635,15,14,-5,-2,-2,-6,-1,24
1520336530109635,10,-9,0,1,5,-2,-2,-26
1520336530130691,-6,-6,-4,-2,-5,4,4,-6
1520336530130691,-9,11,4,-13,-12,2,2,23
1520336530132696,-23,-12,4,12,3,2,1,-16
1520336530132696,4,-6,-4,14,9,-9,-3,-8
1520336530144728,24,12,-6,-12,-3,-9,1,13
1520336530144728,-21,-23,1,1,-4,5,-4,-21
1520336530170799,0,3,-2,2,-11,-6,-5,13
1520336530170799,-33,21,-4,-15,22,10,3,35
1520336530170799,1,-17,10,-6,0,3,-2,-25
1520336530170799,-4,-2,-8,12,5,-5,-3,4
1520336530174808,20,3,28,6,-7,2,2,-17
1520336530174808,2,-16,-10,0,-15,1,1,-26
1520336530190851,15,19,-8,-14,-9,-12,1,32
1520336530190851,4,8,-4,-8,2,8,-2,11
1520336530192856,-11,-16,-4,0,0,-1,-3,-9
1520336530192856,-9,6,8,8,33,1,1,8
1520336530205891,5,-17,-1,6,-3,1,-3,-13
1520336530205891,-7,10,-2,-9,-8,-11,3,13
1520336530213912,-20,-2,6,6,16,15,0,0
1520336530213912,25,1,-4,-6,-11,-15,-1,-2
1520336530227949,-11,-11,-8,-3,18,11,-6,-13
1520336530227949,0,4,15,17,-4,-2,0,5
1520336530229955,7,-7,-4,-3,4,-1,1,-6
1520336530229955,9,12,-5,-17,-28,-5,1,-1
1520336530251011,-17,-14,-7,-2,-4,1,1,-3
1520336530251011,7,0,-8,-7,0,6,-6,17
1520336530252013,27,-3,-3,-2,-4,-11,0,-20
1520336530252013,-39,-6,-1,3,-11,2,-2,20
1520336530264045,1,4,3,-4,-13,-8,1,3
1520336530264045,11,16,9,7,13,8,1,6
1520336530273069,-10,-19,-11,-17,-22,-17,-1,-17
1520336530273069,47,-5,-3,18,29,8,-9,-31
1520336530288109,-28,2,-20,-30,-43,-31,-4,-2
1520336530288109,5,9,14,26,0,9,2,19
1520336530290115,-7,0,-3,1,54,17,4,-6
1520336530290115,5,-1,4,1,-6,1,0,-2
1520336530311171,-4,-25,2,-2,-4,-7,-3,-19
1520336530311171,12,24,-6,-3,-14,-2,3,9
1520336530312174,-33,-13,-9,0,23,5,-3,1
1520336530312174,11,40,13,2,-3,8,2,18
1520336530324206,2,-16,-6,5,5,3,-4,-1
1520336530324206,-5,-9,5,-8,-19,-17,0,5
1520336530333229,-25,-14,-12,-6,-6,3,-5,-5
1520336530333229,0,-10,-2,-3,-2,-1,4,-13
1520336530348270,6,3,-5,2,1,-8,-1,14
1520336530348270,7,-13,1,-5,4,-6,-3,-13
1520336530350275,-7,20,-1,-12,-27,3,-1,11
1520336530350275,5,-26,-12,-1,4,-1,-1,-21
1520336530370328,6,9,2,7,-5,1,2,-6
1520336530370328,-34,0,-4,-1,32,1,0,26
1520336530372334,22,-15,-6,-19,-55,-5,-4,-27
